X,Y,LicenseNumber,FacilityTypeCode,FacilityType,Name,StreetAddress,City,State,Zip,County,TotalCapacity,ServesAdults,ServesChildren,AddressID,stdStreetAddress,stdCity,stdState,stdZip,Latitude,Longitude,ESRI_OID
-82.43416281,42.98332696,1010000051,1010,Freestanding Surgical Outpatient Facility,BLUE WATER SURGERY CENTER,920 RIVER CENTRE DRIVE,PORT HURON,MI,48060,SAINT CLAIR,0,0,0,6204,920 River Centre Dr,Port Huron,MI,48060,42.98332696,-82.43416281,375
-85.66155179,42.9571143,1010000052,1010,Freestanding Surgical Outpatient Facility,GRAND RIVER ENDOSCOPY CENTER LLC,"310 LAFAYETTE AVENUE SE, SUITE 200",GRAND RAPIDS,MI,49503,KENT,0,0,0,3194,310 Lafayette Ave SE,Grand Rapids,MI,49503,42.9571143,-85.66155179,376
-83.18477217,42.53803669,1010000053,1010,Freestanding Surgical Outpatient Facility,ROYAL OAK SURGICAL CENTER,"5130 COOLIDGE HIGHWAY, #120",ROYAL OAK,MI,48073,OAKLAND,0,0,0,4696,5130 Coolidge Hwy # 120,Royal Oak,MI,48073,42.53803669,-83.18477217,377
-86.21443984,43.20508283,1010000054,1010,Freestanding Surgical Outpatient Facility,SHORELINE ASC,1298 EAST SHERMAN BLVD,MUSKEGON,MI,49444,MUSKEGON,0,0,0,761,1298 E Sherman Blvd,Muskegon,MI,49444,43.20508283,-86.21443984,378
-85.62848689,42.1993702,1010000055,1010,Freestanding Surgical Outpatient Facility,KALAMAZOO ENDO CENTER,3300 COOLEY COURT,PORTAGE,MI,49024,KALAMAZOO,0,0,0,3460,3300 Cooley Ct,Portage,MI,49024,42.1993702,-85.62848689,379
-83.28558703,42.50264227,1010000056,1010,Freestanding Surgical Outpatient Facility,NEW MILLENNIUM SURGERY CENTER,"29201 TELEGRAPH ROAD, SUITE 315",SOUTHFIELD,MI,48034,OAKLAND,0,0,0,2961,29201 Telegraph Rd,Southfield,MI,48034,42.50264227,-83.28558703,380
-83.63920374,42.89313256,1010000057,1010,Freestanding Surgical Outpatient Facility,THE CENTER FOR GASTROINTESTINAL HEALTH AT HEALTH P,"600 HEALTH PARK BLVD, SUITE E",GRAND BLANC,MI,48439,GENESEE,0,0,0,5085,600 Health Park Blvd,Grand Blanc,MI,48439,42.89313256,-83.63920374,381
-83.63791656,42.89477158,1010000058,1010,Freestanding Surgical Outpatient Facility,SURGERY CENTER AT HEALTH PARK,600 HEALTH PARK BLVD SUITE A,GRAND BLANC,MI,48439,GENESEE,0,0,0,16246,600 Health Park Blvd,Grand Blanc,MI,48439,42.89477158,-83.63791656,382
-83.96935513,43.47181978,1010000059,1010,Freestanding Surgical Outpatient Facility,MATRIX SURGERY CENTER,"4450 FASHION SQUARE BOULEVARD, SUITE 200",SAGINAW,MI,48603,SAGINAW,0,0,0,4340,4450 Fashion Square Blvd,Saginaw,MI,48603,43.47181978,-83.96935513,383
-86.45562542,42.04659158,1010000060,1010,Freestanding Surgical Outpatient Facility,GREAT LAKES ENDOSCOPY CENTER,3903 HOLLYWOOD ROAD,ST JOSEPH,MI,49085,BERRIEN,0,0,0,3902,3903 Hollywood Rd,Saint Joseph,MI,49085,42.04659158,-86.45562542,384
-84.00040638,43.48163691,1010000061,1010,Freestanding Surgical Outpatient Facility,ANDERSEN EYE SURGERY CENTER,5161 CARDINAL PARK DRIVE,SAGINAW,MI,48603,SAGINAW,0,0,0,4717,5161 Cardinal Park Dr,Saginaw,MI,48604,43.48163691,-84.00040638,385
-83.96924468,43.4681174,1010000062,1010,Freestanding Surgical Outpatient Facility,SAGINAW VALLEY ENDOSCOPY CENTER PLLC,"4200 FASHION SQUARE BLVD, SUITE 2",SAGINAW,MI,48603,SAGINAW,0,0,0,4168,4200 Fashion Square Blvd,Saginaw,MI,48603,43.4681174,-83.96924468,386
-85.48643423,43.67136265,1010000063,1010,Freestanding Surgical Outpatient Facility,"WEST MICHIGAN SURGERY CENTER, LLC","20095 GILBERT ROAD, SUITE A",BIG RAPIDS,MI,49307,MECOSTA,0,0,0,1831,20095 Gilbert Rd,Big Rapids,MI,49307,43.67136265,-85.48643423,387
-83.96416751,43.4724126,1010000064,1010,Freestanding Surgical Outpatient Facility,GREAT LAKES EYE SURGERY CENTER,2393 SCHUST ROAD,SAGINAW,MI,48603,SAGINAW,0,0,0,2378,2393 Schust Rd,Saginaw,MI,48603,43.4724126,-83.96416751,388
-85.72218754,42.84902641,1010000065,1010,Freestanding Surgical Outpatient Facility,"SIXTY-FOURTH STREET, LLC","2373 64TH STREET SW, SUITE 2200",BYRON CENTER,MI,49315,KENT,0,0,0,2356,2373 64th St SW,Byron Center,MI,49315,42.84902641,-85.72218754,389
-83.2459622,42.75489263,1010000067,1010,Freestanding Surgical Outpatient Facility,MICHIGAN INSTITUTE FOR ADVANCED SURGERY CENTER,"1375 S LAPEER ROAD, SUITE 109",LAKE ORION,MI,48360,OAKLAND,0,0,0,910,1375 S Lapeer Rd,Lake Orion,MI,48360,42.75489263,-83.2459622,390
-82.94915596,42.67153889,1010000068,1010,Freestanding Surgical Outpatient Facility,EASTSIDE ENDOSCOPY CENTER - NORTH,"17700 23 MILE ROAD, SUITE 250",MACOMB TOWNSHIP,MI,48044,MACOMB,0,0,0,1537,17700 23 Mile Rd,Macomb,MI,48044,42.67153889,-82.94915596,391
-85.72664277,43.02351574,1010000069,1010,Freestanding Surgical Outpatient Facility,"WALKER SURGICAL CENTER, LLC",3300 WALKER VIEW DRIVE NW,WALKER,MI,49544,KENT,0,0,0,3463,3300 WALKER VIEW DRIVE NW,WALKER,MI,49544,43.02351574,-85.72664277,392
-85.19870981,42.24732438,1010000070,1010,Freestanding Surgical Outpatient Facility,BATTLE CREEK ENDOSCOPY & SURGERY CENTER,"3770 CAPITAL AVENUE SOUTHWEST, SUITE C",BATTLE CREEK,MI,49015,CALHOUN,0,0,0,3824,3770 Capital Ave SW,Battle Creek,MI,49015,42.24732438,-85.19870981,393
-83.72476464,42.93730041,1010000072,1010,Freestanding Surgical Outpatient Facility,CROWNE POINT ENDOSCOPY AND SURGERY CENTER,"6240 RASHELLE DRIVE, SUITE 101",FLINT,MI,48507,GENESEE,0,0,0,5233,6240 Rashelle Dr,Flint,MI,48507,42.93730041,-83.72476464,394
-83.96371912,43.47407173,1010000073,1010,Freestanding Surgical Outpatient Facility,"TOWNE CENTRE SURGERY CENTER, LLC",4599 TOWNE CENTRE ROAD,SAGINAW,MI,48604,SAGINAW,0,0,0,4404,4599 Towne Centre Rd,Saginaw,MI,48604,43.47407173,-83.96371912,395
-83.33095143,43.06756513,1010000075,1010,Freestanding Surgical Outpatient Facility,"LAPEER COUNTY SURGERY CENTER, LLC",1546 CALLIS ROAD,LAPEER,MI,48446,LAPEER,0,0,0,1212,1546 Callis Rd,Lapeer,MI,48446,43.06756513,-83.33095143,396
-83.15013052,42.54839105,1010000076,1010,Freestanding Surgical Outpatient Facility,TRUVISTA SURGERY CENTER,230 W MAPLE ROAD,TROY,MI,48084,OAKLAND,0,0,0,2258,230 W Maple Rd,Troy,MI,48084,42.54839105,-83.15013052,397
-83.52440688,42.49154475,1010000077,1010,Freestanding Surgical Outpatient Facility,BONE & JOINT SURGERY CENTER OF NOVI,"26750 PROVIDENCE PARKWAY, SUITE 100",NOVI,MI,48374,OAKLAND,0,0,0,2715,26750 Providence Pkwy,Novi,MI,48374,42.49154475,-83.52440688,398
-83.14814385,42.56850911,1010000078,1010,Freestanding Surgical Outpatient Facility,"EYE SURGERY CENTER OF MICHIGAN, LLC",3455 LIVERNOIS,TROY,MI,48083,OAKLAND,0,0,0,3599,3455 Livernois Rd,Troy,MI,48083,42.56850911,-83.14814385,399
-83.45539368,42.47732935,1010000080,1010,Freestanding Surgical Outpatient Facility,NOVI SURGERY CENTER,"25500 MEADOWBROOK ROAD, SUITE 110",NOVI,MI,48375,OAKLAND,0,0,0,2570,25500 Meadowbrook Rd,Novi,MI,48375,42.47732935,-83.45539368,400
-83.37774649,42.72820937,1010000083,1010,Freestanding Surgical Outpatient Facility,CLARKSTON SURGERY CENTER,"5701 BOW POINTE DRIVE, SUITE 145",CLARKSTON,MI,48346,OAKLAND,0,0,0,4979,5701 Bow Pointe Dr,Clarkston,MI,48346,42.72820937,-83.37774649,401
-82.96311849,42.61605915,1010000084,1010,Freestanding Surgical Outpatient Facility,PREMIER SURGICAL CENTER OF MICHIGAN,43475 DALCOMA STREET,CLINTON TOWNSHIP,MI,48038,MACOMB,0,0,0,4269,43475 Dalcoma Dr,Clinton Township,MI,48038,42.61605915,-82.96311849,402
-86.21241478,43.20728733,1010000085,1010,Freestanding Surgical Outpatient Facility,MUSKEGON SURGERY CENTER LLC,1400 MERCY DRIVE,MUSKEGON,MI,49444,MUSKEGON,0,0,0,953,1400 Mercy Dr,Muskegon,MI,49444,43.20728733,-86.21241478,403
-85.65481672,42.97148726,1010000086,1010,Freestanding Surgical Outpatient Facility,OAM SURGERY CENTER AT MIDTOWNE,"555 MIDTOWNE NE, SUITE 200",GRAND RAPIDS,MI,49503,KENT,0,0,0,4906,555 Midtowne St NE,Grand Rapids,MI,49503,42.97148726,-85.65481672,404
-83.39070501,42.66043964,1010000087,1010,Freestanding Surgical Outpatient Facility,"THE WATERFORD SURGICAL CENTER, LLC","5220 HIGHLAND ROAD, SUITE 100",WATERFORD,MI,48327,OAKLAND,0,0,0,4753,5220 Highland Rd,Waterford,MI,48327,42.66043964,-83.39070501,405
-84.17664041,43.60487561,1010000088,1010,Freestanding Surgical Outpatient Facility,GREAT LAKES BAY SURGERY & ENDOSCOPY CENTER,4228 BAY CITY ROAD,MIDLAND,MI,48642,MIDLAND,0,0,0,4191,4228 Bay City Rd,Midland,MI,48642,43.60487561,-84.17664041,406
-86.1163932,42.76128887,1010000089,1010,Freestanding Surgical Outpatient Facility,HOLLAND EYE SURGERY & LASER CENTER,999 S. WASHINGTON,HOLLAND,MI,49423,OTTAWA,0,0,0,6343,999 Washington Ave,Holland,MI,49423,42.76128887,-86.1163932,407
-83.76982692,43.01183129,1010000091,1010,Freestanding Surgical Outpatient Facility,CHARTER ENDOSCOPY CENTER,1144 CHARTER DRIVE,FLINT,MI,48532,GENESEE,0,0,0,431,1144 Charter Dr,Flint,MI,48532,43.01183129,-83.76982692,408
-83.77536461,43.01320618,1010000092,1010,Freestanding Surgical Outpatient Facility,PREMIER PROFESSIONAL SURGERY CENTER,5014 VILLA LINDE PARKWAY,FLINT,MI,48532,GENESEE,0,0,0,4612,5014 Villa Linde Pkwy,Flint,MI,48532,43.01320618,-83.77536461,409
-83.26425171,42.48834991,1030000004,1030,Freestanding Surgical Outpatient Facility,GRACE HOSPITAL AMBULATORY SURGERY CENTER,"27207 LAHSER ROAD, SUITE 100",SOUTHFIELD,MI,48034,OAKLAND,0,0,0,16021,27207 Lahser Rd,Southfield,MI,48034,42.48834991,-83.26425171,410
-83.22796631,42.32120132,1030000005,1030,Freestanding Surgical Outpatient Facility,HENRY FORD HEALTH MEDICAL CENTER-FAIRLANE,19401 HUBBARD DRIVE,DEARBORN,MI,48126,WAYNE,0,0,0,15911,19401 Hubbard Dr,Dearborn,MI,48126,42.32120132,-83.22796631,411
-82.98114777,42.6259613,1030000006,1030,Freestanding Surgical Outpatient Facility,HENRY FORD HEALTH MEDICAL CENTER-LAKESIDE,14500 HALL ROAD,STERLING HEIGHTS,MI,48313,MACOMB,0,0,0,15854,14500 Hall Rd,Sterling Heights,MI,48313,42.6259613,-82.98114777,412
-84.39157105,42.24951935,1030000007,1030,Freestanding Surgical Outpatient Facility,HENRY FORD HEALTH OUTPATIENT SURGERY CTR--JACKSO,1125 EAST MICHIGAN AVENUE,JACKSON,MI,49201,JACKSON,0,0,0,15796,1125 E Michigan Ave,Jackson,MI,49201,42.24951935,-84.39157104,413
-83.69889832,42.25535965,1030000010,1030,Freestanding Surgical Outpatient Facility,PLANNED PARENTHOOD OF MID-MICHIGAN,3100 PROFESSIONAL DRIVE,ANN ARBOR,MI,48104,WASHTENAW,0,0,0,16069,3100 Professional Dr,Ann Arbor,MI,48104,42.25535965,-83.69889832,414
-85.66233063,42.83924866,1030000014,1030,Freestanding Surgical Outpatient Facility,SPECTRUM HEALTH - SOUTH PAVILION,"80 68TH STREET, SE",GRAND RAPIDS,MI,49548,KENT,0,0,0,16308,80 68th St SE,Grand Rapids,MI,49548,42.83924866,-85.66233063,415
-82.90647888,42.50972748,1030000016,1030,Freestanding Surgical Outpatient Facility,ASCENSION ST JOHN HOSPITAL SURGERY CTR AT 12 MILE,21000 - 12 MILE ROAD,SAINT CLAIR SHORES,MI,48081,MACOMB,0,0,0,15941,12 E 12 Mile Rd,St Clair Shores,MI,48081,42.50972748,-82.90647888,416
-85.56787872,42.94001007,1030000018,1030,Freestanding Surgical Outpatient Facility,SPECTRUM HEALTH ENDOSCOPY CENTER,"4100 LAKE DRIVE SE, SUITE 105",GRAND RAPIDS,MI,49546,KENT,0,0,0,16149,4100 Lake Dr SE,Grand Rapids,MI,49546,42.94001007,-85.56787872,417
-83.80187988,42.56914902,1030000019,1030,Freestanding Surgical Outpatient Facility,ST JOSEPH MERCY - BRIGHTON,7575 WEST GRAND RIVER,BRIGHTON,MI,48114,LIVINGSTON,0,0,0,16303,7575 Grand River Ave,Brighton,MI,48114,42.56914902,-83.80187988,418
-85.6608963,42.96273041,1030000021,1030,Freestanding Surgical Outpatient Facility,HERITAGE CLINIC FOR WOMEN,320 EAST FULTON,GRAND RAPIDS,MI,49503,KENT,0,0,0,16075,320 E Fulton St,Grand Rapids,MI,49503,42.96273041,-85.6608963,419
-85.57016754,42.88927841,1030000022,1030,Freestanding Surgical Outpatient Facility,SPECTRUM HEALTH - LAKE DRIVE SURGERY CENTER,"4069 LAKE DRIVE, SUITE 210",KENTWOOD,MI,49546,KENT,0,0,0,16146,4069 MI-37 S,Grand Rapids,MI,49512,42.88927841,-85.57016754,420
-84.39260101,42.24850845,1030000024,1030,Freestanding Surgical Outpatient Facility,HENRY FORD HEALTH DIGESTIVE HEALTH-JACKSON,205 S EAST AVENUE,JACKSON,MI,49201,JACKSON,0,0,0,15933,205 S East Ave,Jackson,MI,49201,42.24850845,-84.39260101,421
-83.25730133,42.13838196,1030000025,1030,Freestanding Surgical Outpatient Facility,HENRY FORD HEALTH MEDICAL CENTER – BROWNSTOWN,23050 WEST ROAD,BROWNSTOWN,MI,48183,WAYNE,0,0,0,15972,23050 West Rd,Brownstown Township,MI,48183,42.13838196,-83.25730133,422
-82.94106293,42.67192459,1030000026,1030,Freestanding Surgical Outpatient Facility,ASCENSION ST JOHN HOSPITAL SURGERY CTR AT 23 MILE,"17700 23 MILE ROAD, SUITE 200",MACOMB,MI,48044,MACOMB,0,0,0,15897,23 Mile Rd,Macomb,MI,48044,42.67192459,-82.94106293,423
-83.6729126,42.31065369,1030000027,1030,Freestanding Surgical Outpatient Facility,AMBULATORY SURGERY & MEDICAL PROCEDURES CENTER,4270 PLYMOUTH ROAD,ANN ARBOR,MI,48109,WASHTENAW,0,0,0,16166,4270 Plymouth-Ann Arbor Rd,Ann Arbor,MI,48105,42.31065369,-83.6729126,424
-83.01712799,42.52067184,1030000028,1030,Freestanding Surgical Outpatient Facility,SURGEONS CHOICE MACOMB CENTER,"11012 THIRTEEN MILE ROAD, SUITE 112A",WARREN,MI,48093,MACOMB,0,0,0,15791,11012 E 13 Mile Rd,Warren,MI,48093,42.52067184,-83.01712799,425
-83.35806274,42.50503922,1030000030,1030,Freestanding Surgical Outpatient Facility,THE BERRY SURGERY CENTER,28500 ORCHARD LAKE ROAD,FARMINGTON HILLS,MI,48334,OAKLAND,0,0,0,16035,28500 Orchard Lake Rd,Farmington Hills,MI,48334,42.50503922,-83.35806274,426
